EngagementID,ContentID,CampaignID,ProductId,EngagementDate,ContentType,Views,Clicks,Likes
2284,15,20,16,3/21/2022,SOCIAL MEDIA,8876,1278,448
2719,30,7,14,3/21/2022,BLOG,7878,1959,894
2765,15,4,6,3/22/2022,SOCIAL MEDIA,5396,2422,858
3088,34,11,18,3/22/2022,BLOG,4290,1924,528
3569,17,3,13,3/23/2022,VIDEO,8858,3373,1493
2646,21,9,15,3/23/2022,SOCIAL MEDIA,9249,3643,672
2620,37,17,9,3/24/2022,SOCIAL MEDIA,8748,3546,980
2419,18,11,7,3/24/2022,VIDEO,8800,1514,639
880,24,4,17,3/24/2022,VIDEO,1902,654,202
177,2,5,7,3/24/2022,BLOG,8103,1781,773
600,3,17,9,3/25/2022,SOCIAL MEDIA,8786,1381,382
761,14,1,11,3/25/2022,VIDEO,1414,510,91
765,31,5,12,3/25/2022,SOCIAL MEDIA,5472,2376,316
2247,34,15,4,3/26/2022,BLOG,5629,2032,888
1705,31,5,8,3/26/2022,SOCIAL MEDIA,9142,1364,502
3431,13,16,10,3/26/2022,BLOG,518,184,33
3068,14,19,7,3/26/2022,VIDEO,3239,466,114
3911,26,8,5,3/27/2022,VIDEO,8912,2066,907
1475,27,7,7,3/27/2022,VIDEO,5173,2073,628
2051,38,5,3,3/28/2022,VIDEO,5150,1458,320
1009,32,3,17,3/28/2022,SOCIAL MEDIA,8443,2197,942
2,48,18,20,3/28/2022,BLOG,5280,532,114
3868,30,15,8,3/29/2022,BLOG,154,59,7
3803,3,3,11,3/29/2022,VIDEO,1404,330,113
482,44,7,14,3/30/2022,SOCIAL MEDIA,1144,456,76
958,3,14,8,3/30/2022,BLOG,4626,525,89
2400,27,16,9,3/30/2022,SOCIAL MEDIA,7247,1796,420
2932,28,8,3,3/30/2022,BLOG,948,243,64
3129,37,5,17,3/31/2022,BLOG,1090,166,33
2446,14,9,10,4/1/2022,BLOG,7236,938,386
2299,39,11,20,4/1/2022,VIDEO,3131,687,299
1324,49,18,18,4/1/2022,VIDEO,3407,1027,370
102,11,7,7,4/1/2022,BLOG,7389,927,234
1040,47,11,1,4/2/2022,BLOG,6110,2554,445
3220,40,14,17,4/2/2022,VIDEO,1139,248,89
3504,3,2,13,4/2/2022,BLOG,8110,1902,208
4379,42,18,16,4/3/2022,BLOG,8844,1251,315
2663,11,13,20,4/3/2022,SOCIAL MEDIA,5396,910,414
2776,45,12,20,4/4/2022,BLOG,4565,601,111
4498,32,13,10,4/4/2022,VIDEO,1954,755,245
2728,24,15,16,4/5/2022,BLOG,5664,1710,662
2476,23,2,19,4/6/2022,SOCIAL MEDIA,3915,1201,308
1348,29,10,19,4/6/2022,SOCIAL MEDIA,3893,1415,267
697,7,12,1,4/6/2022,BLOG,5787,2258,270
4427,31,10,20,4/6/2022,SOCIAL MEDIA,4734,1938,460
4060,36,20,12,4/6/2022,BLOG,5788,1008,395
3202,33,6,12,4/6/2022,VIDEO,2930,395,114
3243,22,14,13,4/6/2022,VIDEO,7097,1633,445
4562,18,16,20,4/7/2022,SOCIAL MEDIA,7357,1399,554
1162,40,3,5,4/7/2022,SOCIAL MEDIA,7705,1923,661
921,19,13,10,4/7/2022,BLOG,7044,821,95
852,36,15,3,4/8/2022,BLOG,992,319,95
1354,43,9,13,4/8/2022,SOCIAL MEDIA,4002,939,265
1421,29,13,11,4/8/2022,VIDEO,8472,3036,1032
2425,47,10,1,4/9/2022,SOCIAL MEDIA,1546,658,163
2296,43,3,11,4/9/2022,SOCIAL MEDIA,314,140,21
1837,5,12,16,4/9/2022,BLOG,1042,241,39
1471,10,5,16,4/9/2022,VIDEO,8486,2343,499
1686,14,2,16,4/9/2022,BLOG,7492,1801,234
2364,24,17,19,4/10/2022,BLOG,4984,605,173
1305,13,20,11,4/10/2022,VIDEO,1000,119,22
1129,18,4,8,4/10/2022,VIDEO,6494,1798,259
577,2,20,6,4/10/2022,SOCIAL MEDIA,3081,849,329
253,46,16,3,4/11/2022,VIDEO,2279,972,363
4420,9,16,15,4/11/2022,BLOG,4378,1953,586
3937,42,10,15,4/11/2022,BLOG,8347,2336,734
4613,13,11,7,4/12/2022,VIDEO,3958,1131,478
870,27,13,18,4/12/2022,SOCIAL MEDIA,4620,591,135
988,24,20,12,4/12/2022,VIDEO,2786,346,82
2428,21,18,20,4/12/2022,BLOG,4577,1951,356
1662,11,14,10,4/12/2022,VIDEO,7255,1085,436
1515,22,4,5,4/12/2022,SOCIAL MEDIA,8826,3729,1221
1620,1,12,12,4/13/2022,BLOG,6216,1342,535
1201,40,20,1,4/13/2022,SOCIAL MEDIA,4710,668,155
1235,25,20,1,4/13/2022,SOCIAL MEDIA,3374,1521,218
2349,23,15,14,4/14/2022,BLOG,7708,1242,231
4087,34,20,20,4/14/2022,BLOG,5597,2326,587
4149,10,6,11,4/14/2022,VIDEO,7910,1144,514
3921,35,5,2,4/15/2022,VIDEO,6573,1873,334
3441,27,5,15,4/15/2022,SOCIAL MEDIA,6659,2237,399
1630,39,13,15,4/15/2022,BLOG,8455,2832,673
2542,26,2,9,4/16/2022,SOCIAL MEDIA,4522,467,162
2868,29,14,11,4/16/2022,VIDEO,2156,867,372
786,45,19,13,4/16/2022,SOCIAL MEDIA,5347,2378,930
384,34,10,8,4/16/2022,SOCIAL MEDIA,7361,2639,305
3101,33,16,16,4/16/2022,VIDEO,7209,1053,374
3974,16,9,14,4/17/2022,SOCIAL MEDIA,8001,1521,681
4383,20,17,19,4/17/2022,VIDEO,1437,476,88
592,20,19,6,4/17/2022,BLOG,5607,1433,167
926,21,9,15,4/17/2022,BLOG,6294,1411,457
1054,15,15,13,4/17/2022,SOCIAL MEDIA,8559,1957,299
924,36,1,18,4/18/2022,BLOG,313,104,12
34,1,11,4,4/18/2022,SOCIAL MEDIA,1223,127,29
2434,9,19,5,4/18/2022,SOCIAL MEDIA,7066,2442,471
1698,38,3,7,4/18/2022,SOCIAL MEDIA,6408,2800,607
2018,9,5,18,4/19/2022,SOCIAL MEDIA,3754,1215,285
450,1,20,15,4/19/2022,SOCIAL MEDIA,5462,1685,332
4381,31,7,5,4/19/2022,VIDEO,685,272,110
4010,7,15,10,4/19/2022,BLOG,7491,1554,652
3214,49,17,4,4/19/2022,SOCIAL MEDIA,1169,323,105
3939,2,8,9,4/20/2022,BLOG,5730,1800,428
1087,42,15,18,4/20/2022,BLOG,8672,3480,1050
1359,12,20,9,4/20/2022,VIDEO,8618,865,216
3284,15,1,13,4/21/2022,BLOG,5253,1979,251
3993,1,13,20,4/22/2022,VIDEO,5726,1389,402
4524,35,11,8,4/22/2022,VIDEO,8951,3176,935
775,8,6,10,4/23/2022,VIDEO,2375,1022,372
1478,33,2,8,4/23/2022,BLOG,1702,693,161
2274,48,10,4,4/23/2022,BLOG,6033,2366,433
2755,49,1,13,4/24/2022,VIDEO,8392,2061,729
4578,2,9,7,4/24/2022,VIDEO,1817,222,41
3951,35,13,13,4/25/2022,BLOG,3395,1021,287
4072,39,12,5,4/25/2022,SOCIAL MEDIA,5266,716,112
1624,39,7,7,4/25/2022,BLOG,4123,840,167
1870,49,13,19,4/25/2022,BLOG,3178,819,300
1726,24,2,19,4/26/2022,VIDEO,3831,535,145
977,30,18,4,4/26/2022,BLOG,6064,1791,644
1218,21,11,6,4/26/2022,VIDEO,4840,1780,779
79,36,9,16,4/26/2022,VIDEO,3632,1500,397
82,49,8,20,4/26/2022,SOCIAL MEDIA,1354,425,142
567,22,15,6,4/27/2022,VIDEO,4232,918,154
1126,15,1,14,4/27/2022,VIDEO,5502,2056,706
1799,47,13,10,4/27/2022,SOCIAL MEDIA,2802,723,92
1529,15,11,1,4/27/2022,VIDEO,7674,1466,652
2037,16,9,9,4/27/2022,BLOG,1991,784,306
4045,12,13,6,4/27/2022,SOCIAL MEDIA,6864,1273,320
3287,28,18,20,4/28/2022,VIDEO,7368,1817,517
2124,7,6,4,4/28/2022,BLOG,526,170,42
1974,16,8,8,4/28/2022,BLOG,5781,2252,531
2652,13,18,17,4/28/2022,SOCIAL MEDIA,5935,2411,983
796,8,15,11,4/28/2022,SOCIAL MEDIA,3724,1533,545
835,16,10,13,4/30/2022,VIDEO,4425,1152,135
583,8,20,16,4/30/2022,VIDEO,6773,1129,187
2772,47,14,15,4/30/2022,SOCIAL MEDIA,4671,1275,533
1709,32,16,14,4/30/2022,VIDEO,2386,518,93
3057,19,16,1,4/30/2022,SOCIAL MEDIA,645,241,106
3824,46,20,8,5/1/2022,VIDEO,99,29,8
2196,43,8,13,5/1/2022,SOCIAL MEDIA,261,30,6
485,35,18,20,5/1/2022,VIDEO,1970,817,335
889,39,9,1,5/3/2022,BLOG,3280,1379,305
2206,19,13,19,5/3/2022,BLOG,382,139,16
3238,5,2,6,5/3/2022,BLOG,8144,778,259
1915,17,6,10,5/4/2022,BLOG,1556,465,167
1654,39,20,10,5/4/2022,BLOG,3864,825,351
1062,50,15,8,5/4/2022,VIDEO,4203,1378,514
1225,48,2,17,5/4/2022,BLOG,2307,720,205
382,24,1,2,5/4/2022,BLOG,286,95,30
822,7,16,6,5/5/2022,VIDEO,6044,799,352
2203,7,13,14,5/6/2022,VIDEO,4900,1170,393
2636,10,18,5,5/6/2022,VIDEO,7810,2034,196
3511,48,3,15,5/6/2022,BLOG,4279,397,150
3403,22,17,7,5/6/2022,BLOG,5830,1782,311
3513,25,10,20,5/7/2022,SOCIAL MEDIA,489,209,25
4382,37,13,19,5/7/2022,VIDEO,4375,1790,749
3330,30,7,1,5/8/2022,VIDEO,1295,480,191
2076,9,13,11,5/8/2022,SOCIAL MEDIA,7961,3194,1190
1841,27,6,5,5/8/2022,VIDEO,2322,721,313
1316,12,9,1,5/8/2022,VIDEO,6122,1217,360
904,41,4,2,5/9/2022,BLOG,2080,324,106
173,20,17,3,5/9/2022,VIDEO,6025,2221,393
1563,14,12,4,5/9/2022,SOCIAL MEDIA,7329,1692,415
2306,18,14,12,5/9/2022,BLOG,5444,817,286
2258,13,16,13,5/10/2022,BLOG,2734,489,125
2769,47,1,16,5/10/2022,BLOG,1266,504,75
362,12,14,14,5/10/2022,SOCIAL MEDIA,7779,1000,355
1116,22,2,16,5/10/2022,SOCIAL MEDIA,8688,3498,1261
3388,30,3,20,5/10/2022,SOCIAL MEDIA,5884,896,299
3199,26,19,18,5/10/2022,BLOG,2815,917,244
3210,32,18,4,5/11/2022,VIDEO,4504,1505,348
3123,24,8,18,5/11/2022,VIDEO,1673,409,110
3602,23,5,2,5/11/2022,SOCIAL MEDIA,4909,525,85
4390,39,2,10,5/11/2022,VIDEO,3484,1452,599
4052,9,19,6,5/11/2022,SOCIAL MEDIA,4559,1311,142
3756,14,2,18,5/11/2022,BLOG,3900,368,129
3435,27,17,7,5/12/2022,SOCIAL MEDIA,1361,374,87
556,32,4,19,5/12/2022,SOCIAL MEDIA,6010,1097,236
242,38,17,19,5/13/2022,VIDEO,2178,280,70
